title,level
[html] attribute on separate line formatting,High
Indent guides,Highest
"Include ""total"" when doing a Find",Lowest
JavaScript IntelliSense Problem,Lowest
Find is not available in Markdown Preview mode,Low
Send a smile - tune the 'send,Lowest
Support for GitHub Flavored Markdown,Medium
[js] Salsa - JS ReactNative - use the TypeScriptReact grammar for JS,Lowest
[less] Add namespace support,Lowest
Multi page selection in debug console,High
Working Files list should be ordered by last viewed.,Lowest
Ask to add command line tool for launching from terminal,Lowest
HTML Preview: use custom CSS for scrollbars,Lowest
Creating a comment doc block,Lowest
breakpoints don't work on symlinked files on windows,Lowest
[less] Add format code for less.,Low
Add SymbolKind 'object' and 'key',Lowest
Max editor count should be configurable,Medium
Watch task should execute automatically on workspace open,Medium
Attach launch configs should support to automatically re-attach,Lowest
Expose the state of the system on core crashes,Lowest
Ctrl-Up and Ctrl-Down don't advance cursor when hits page limit,Low
launch.json preLaunchTask,Lowest
Visualize full-width space character (render whitespace in selection),Lowest
after removing mono-debug from VSCode help users to install from the marketplace,Lowest
Restore contents of quick open when reopening quick open after closing,Lowest
Duplicate selection action/shortcut,Highest
Is there any event called when a you Open Projects/Folders in Code?,Lowest
Document how to write a grammar or theme.,Lowest
Feature request: Code hinting/Intellisense for custom angularJS modules,Lowest
"[html] completions for src, link, href...",Medium
Customisable double click-select behaviour,Lowest
Communicate when there are unsaved changes in the conditional breakpoint expression editor,Lowest
Support syntax highlighting when user enters the expression for a conditional breakpoint,Lowest
Consider distinguishing between conditional breakpoints and regular breakpoints in the breakpoints pane,Lowest
Hovering over a conditional breakpoint in the gutter should show a tooltip with the conditional expression,Lowest
Support to drag the debug hover inspector,Lowest
Support to update breakpoint status asynchronously,Lowest
Support 'EvaluateRequest' based data hovers,Lowest
Make telemetry support available for debug adapters,Lowest
Should we auto-reload from time to time?,Lowest
"In the Find/Replace widget, labels for the ""Replace"" and ""Replace All"" buttons don't show keybindings",Lowest
HTML string inside TypeScript and JavaScript files?,High
Add editable command for selection.,Lowest
make data hover as wide as necessary,Lowest
[themes] VS default themes colorizes types and modules,Lowest
(HEAD+changes)-to-branch diff view,Lowest
Show Toggle Developer Tools under the View menu,Lowest
[tsx] Angular 2 inline templates,Lowest
Expose a proper tokenization/colorization API to extensions,High
Proposal: Ability not to auto-close comments,High
Add fuzzy search to commands in palette,High
VS Code should support span-based text markers,Lowest
Scroll markers should be focusable and snap into position,Lowest
Add font configuration options for the Debug Console,Highest
[snippet] Ability to add snippets from `.vscode` directory,Lowest
expose command to preview/render html,Lowest
Show git tag in bottom left corner instead of commit hash when checking out a tag,Lowest
AutoHotkey (Windows)/Keyboard Maestro (OS X) text replacements don't work in Visual Studio Code,Lowest
Sidebar remains in debug section after terminating a debug session,Lowest
Add more cursor styles,Low
Multi-line diagnostics,High
Rectangular selection doesn't work,Lowest
Add support for letter-spacing in TextEditorDecorationType,Lowest
Support Markdown in Intellisense documentation,High
Erasing should erase with tab size,Lowest
Allow to change command prompt via setting,Lowest
Git stashing,Highest
[css] Consider stylelint for CSS linting,Lowest
[json] Support extending JSON completion,Lowest
"Add ""New Workspace File"" action",Lowest
Implement directional window splitting,Lowest
Invoke 'Rename' on delayed double click,Lowest
Increase the default contrast of command window,Lowest
Rename the currently open file,Low
Status bar background color,Highest
Operating System Specific Properties in launch.json,Lowest
Expose diffEditor to plugins,Lowest
Debug adapters cannot access workspace settings,Lowest
Add links to MarkedString,Lowest
Allow to map a filename to a language based on a prefix,Lowest
Extension Marketplace Page: Support Emojis,Lowest
Provide access to current editor column,Lowest
Add some API to support GUI customization,Highest
Notification of conflicting keybinding,Lowest
Add support for ctrl+k + (second command) in the Define Keybinding helper,Lowest
Add autocomplete for keybindings.json,Lowest
Add a keyboard shortcut for staging the current file,Lowest
The execution process is not correct of Python,Lowest
Expand selection and shrink selection in HTML,Medium
Could Let's select to update,Lowest
Expose ILinkSupport in API,Lowest
Auto-close back-tick,Lowest
Proposal: Support colored messages in Output window,High
Expose 'change language' as command,High
Right-click on branch name,Lowest
rich quick pick,Lowest
loop complete Source objects through debugger UI ,Lowest
Proposal: Add mnemonics to context menu items,Lowest
Proposal: Add option to automatically start task runners' tasks,Lowest
"Proposal: Add ""Run Task"" context menu to any "".js"" file containing a ""# task"" pragma comment",Lowest
"Proposal: Use ""pragma comment"" for running tasks in VS Code",Lowest
Add npm install context menu to package.json file,Lowest
Proposal: Usability Improvement Suggestions,Lowest
Allow to write to a file without permission after authentication,Lowest
Expose API to listen to performed commands ,Lowest
editor.action.jumpToBracket should move the cursor to the closest enclosing bracket when not on a bracket character,Lowest
Start file comparison using command line,Lowest
VS Code shouldn't close when closing last editor via Cmd+W,Lowest
"Add ""join line"" keyboard shortcut",High
[scss] scss map syntax showing as an error,High
Universal Language Injections,Highest
Support to split editors horizontally,Highest
vscode debugger stops on reject(),Medium
Better support to run VS Code via Wayland,Lowest
Support format for handlebars file,Low
Renaming a .cs file when updating a .csproj file reference,Lowest
Allow to configure title bar information,High
Support quick outline for PHP?,Lowest
Format Multi-Line Assignment Alignment,Lowest
Enable specifying installation directories in npm.sh,Lowest
Add slim template engine support,Lowest
